path;method;vulnerability
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_21.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_14.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_15.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_05.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_45.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_06.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_11.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_16.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_08.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_14.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_73b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_14.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_16.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_41.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_04.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_06.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_07.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_54e.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_17.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_68b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_01.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_04.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_11.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_03.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_21.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_07.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_66b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_14.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_10.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_04.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_11.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_53d.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_09.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_13.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_08.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_21.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_81_goodB2G.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_07.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_74b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_52c.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_45.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_81_goodB2G.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_22b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_52c.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_16.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_15.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_74b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_05.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_67b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_12.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_03.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_02.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_42.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_67b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_68b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_11.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_02.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_67b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_74b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_22b.java;goodB2G2Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_06.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_13.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_74b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_10.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_14.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_71b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_03.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_21.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_09.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_41.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_31.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_61a.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_53d.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_54e.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_17.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_73b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_53d.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_81_goodG2B.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_42.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_04.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_71b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_53d.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_06.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_17.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_31.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_45.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_13.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_02.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_54e.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_73b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_45.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_72b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_41.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_14.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_03.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_09.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_08.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_68b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_09.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_21.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_75b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_53d.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_21.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_42.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_54e.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_11.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_05.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_17.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_16.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_02.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_75b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_51b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_09.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_73b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_04.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_16.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_66b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_75b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_04.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_08.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_73b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_68b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_31.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_06.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_03.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_08.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_09.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_09.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_81_bad.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_42.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_04.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_53d.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_81_bad.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_74b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_13.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_42.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_10.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_54e.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_10.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_01.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_81_goodG2B.java;action;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_02.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_51b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_08.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__console_readLine_addCookieServlet_06.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_45.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_03.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_13.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__connect_tcp_addCookieServlet_08.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_17.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_05.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_10.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__File_addCookieServlet_06.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Environment_addCookieServlet_02.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_04.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_03.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_08.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getCookies_Servlet_addCookieServlet_07.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__database_addCookieServlet_51b.java;badSink;CWE614
